Frequency (Hz)	Level (dB)
18319.372559	-104.513504
18320.718384	-115.385544
18322.064209	-118.929733
18323.410034	-116.895836
18324.755859	-116.817650
18326.101685	-108.885529
18327.447510	-108.168808
18328.793335	-110.637154
18330.139160	-109.098106
18331.484985	-107.715355
18332.830811	-110.611046
18334.176636	-117.706558
18335.522461	-126.580696
18336.868286	-123.615776
18338.214111	-119.483711
18339.559937	-120.585213
18340.905762	-122.983894
18342.251587	-123.660461
18343.597412	-120.101395
18344.943237	-113.640076
18346.289062	-116.441132
18347.634888	-122.074493
18348.980713	-119.372490
18350.326538	-110.390968
18351.672363	-112.880684
18353.018188	-113.472557
18354.364014	-110.932610
18355.709839	-108.957420
18357.055664	-110.214249
18358.401489	-117.012634
18359.747314	-111.104858
18361.093140	-110.860931
18362.438965	-115.528008
18363.784790	-116.595284
18365.130615	-113.903465
18366.476440	-106.771599
18367.822266	-107.386452
18369.168091	-109.183205
18370.513916	-115.272812
18371.859741	-118.667152
18373.205566	-112.148712
18374.551392	-114.669815
18375.897217	-122.943459
18377.243042	-119.903900
18378.588867	-120.522148
18379.934692	-115.518600
18381.280518	-114.067650
18382.626343	-111.429596
18383.972168	-111.645927
18385.317993	-115.133430
18386.663818	-115.701752
18388.009644	-117.987862
18389.355469	-123.058502
18390.701294	-120.080643
18392.047119	-120.457741
18393.392944	-120.456802
18394.738770	-118.354919
18396.084595	-120.051857
18397.430420	-119.393250
18398.776245	-126.609230
18400.122070	-114.374619
18401.467896	-113.357048
18402.813721	-119.652939
18404.159546	-115.371506
18405.505371	-114.496132
18406.851196	-113.142441
18408.197021	-118.896118
18409.542847	-120.449219
18410.888672	-121.335495
18412.234497	-127.368347
18413.580322	-118.254440
18414.926147	-107.305939
18416.271973	-105.899757
18417.617798	-111.562386
18418.963623	-115.214668
18420.309448	-112.039360
18421.655273	-111.148148
18423.001099	-114.524826
18424.346924	-109.628494
18425.692749	-118.406723
18427.038574	-113.988770
18428.384399	-117.599777
18429.730225	-124.442810
18431.076050	-118.671341
18432.421875	-116.458450
18433.767700	-118.165009
18435.113525	-123.453667
18436.459351	-124.200127
18437.805176	-124.113060
18439.151001	-124.662399
18440.496826	-124.425423
18441.842651	-122.673927
18443.188477	-122.643944
18444.534302	-117.377434
18445.880127	-114.864891
18447.225952	-116.733170
18448.571777	-126.059937
18449.917603	-112.076721
18451.263428	-112.622597
18452.609253	-113.879745
18453.955078	-118.974327
18455.300903	-114.379700
18456.646729	-114.420448
18457.992554	-117.144653
18459.338379	-121.882179
18460.684204	-119.975632
18462.030029	-110.201126
18463.375854	-112.259636
18464.721680	-110.129448
18466.067505	-106.389030
18467.413330	-111.751381
18468.759155	-111.909134
18470.104980	-108.147324
18471.450806	-111.520683
18472.796631	-113.557419
18474.142456	-113.955582
18475.488281	-115.449821
18476.834106	-112.437408
18478.179932	-113.144867
18479.525757	-112.920967
18480.871582	-122.935196
18482.217407	-115.547943
18483.563232	-114.018936
18484.909058	-120.254898
18486.254883	-121.448555
18487.600708	-118.712883
18488.946533	-123.626526
18490.292358	-125.792496
18491.638184	-129.340790
18492.984009	-117.405098
18494.329834	-118.729889
18495.675659	-114.292290
18497.021484	-116.169830
18498.367310	-117.959824
18499.713135	-117.976143
18501.058960	-116.413551
18502.404785	-111.834831
18503.750610	-111.693649
18505.096436	-119.324364
18506.442261	-113.008026
18507.788086	-114.136642
18509.133911	-121.080536
18510.479736	-107.434494
18511.825562	-107.295799
18513.171387	-105.480721
18514.517212	-105.729057
18515.863037	-108.567627
18517.208862	-107.986626
18518.554688	-126.025513
18519.900513	-105.691574
18521.246338	-104.036034
18522.592163	-109.749901
18523.937988	-107.831703
18525.283813	-106.254936
18526.629639	-113.400375
18527.975464	-117.457932
18529.321289	-106.377556
18530.667114	-106.076973
18532.012939	-110.966057
18533.358765	-114.963730
18534.704590	-121.295715
18536.050415	-118.574799
18537.396240	-117.332314
18538.742065	-115.561554
18540.087891	-114.436134
18541.433716	-125.203590
18542.779541	-116.734489
18544.125366	-116.995628
18545.471191	-117.712601
18546.817017	-112.615471
18548.162842	-112.306206
18549.508667	-108.080055
18550.854492	-113.789368
18552.200317	-111.033089
18553.546143	-107.832954
18554.891968	-113.712616
18556.237793	-108.265472
18557.583618	-114.613190
18558.929443	-113.627945
18560.275269	-110.901321
18561.621094	-101.491760
18562.966919	-100.390053
18564.312744	-103.390129
18565.658569	-97.171013
18567.004395	-105.819725
18568.350220	-118.583084
18569.696045	-112.900108
18571.041870	-110.983955
18572.387695	-112.663048
18573.733521	-106.042656
18575.079346	-104.817055
18576.425171	-105.273300
18577.770996	-118.596626
18579.116821	-115.158684
18580.462646	-123.712578
18581.808472	-119.383926
18583.154297	-125.513893
18584.500122	-121.850632
18585.845947	-133.221802
18587.191772	-124.418571
18588.537598	-119.495026
18589.883423	-128.074341
18591.229248	-122.911842
18592.575073	-119.397888
18593.920898	-111.864456
18595.266724	-117.214523
18596.612549	-112.776939
18597.958374	-105.046768
18599.304199	-103.281296
18600.650024	-114.871452
18601.995850	-107.861694
18603.341675	-111.703140
18604.687500	-119.867119
18606.033325	-112.392990
18607.379150	-107.686340
18608.724976	-115.143333
18610.070801	-105.438614
18611.416626	-101.128792
18612.762451	-111.322136
18614.108276	-104.938805
18615.454102	-105.517212
18616.799927	-110.354324
18618.145752	-108.065010
18619.491577	-110.776634
18620.837402	-105.783272
18622.183228	-111.545830
18623.529053	-115.502129
18624.874878	-107.119324
18626.220703	-111.229378
18627.566528	-128.156052
18628.912354	-114.689606
18630.258179	-115.433716
18631.604004	-125.567322
18632.949829	-129.802216
18634.295654	-119.586174
18635.641479	-122.489212
18636.987305	-138.840332
18638.333130	-123.396706
18639.678955	-119.151901
18641.024780	-120.033524
18642.370605	-119.531311
18643.716431	-109.756554
18645.062256	-115.638077
18646.408081	-117.009979
18647.753906	-110.275627
18649.099731	-112.275475
18650.445557	-118.581131
18651.791382	-116.301369
18653.137207	-114.078606
18654.483032	-137.719910
18655.828857	-113.110634
18657.174683	-118.126816
18658.520508	-114.372070
18659.866333	-116.669304
18661.212158	-109.957191
18662.557983	-112.753311
18663.903809	-107.409645
18665.249634	-108.405312
18666.595459	-113.552567
18667.941284	-110.947235
18669.287109	-113.927910
18670.632935	-118.788681
18671.978760	-109.615791
18673.324585	-114.758743
18674.670410	-118.293495
18676.016235	-116.693573
18677.362061	-116.749992
18678.707886	-116.888901
18680.053711	-117.334450
18681.399536	-118.385391
18682.745361	-119.423019
18684.091187	-119.900551
18685.437012	-119.246681
18686.782837	-120.955238
18688.128662	-128.342743
18689.474487	-125.568184
18690.820312	-115.424118
18692.166138	-111.521889
18693.511963	-116.019844
18694.857788	-115.850044
18696.203613	-124.956932
18697.549438	-115.737785
18698.895264	-112.472748
18700.241089	-111.449097
18701.586914	-110.614540
18702.932739	-110.883430
18704.278564	-112.924339
18705.624390	-113.973831
18706.970215	-109.486404
18708.316040	-112.186661
18709.661865	-110.474533
18711.007690	-108.703667
18712.353516	-108.629677
18713.699341	-108.601349
18715.045166	-110.808792
18716.390991	-113.564331
18717.736816	-107.486458
18719.082642	-107.975296
18720.428467	-114.900276
18721.774292	-114.792419
18723.120117	-114.804649
18724.465942	-112.612434
18725.811768	-107.998802
18727.157593	-108.449867
18728.503418	-114.658936
18729.849243	-117.143028
18731.195068	-113.746231
18732.540894	-117.710503
18733.886719	-126.655792
18735.232544	-127.652710
18736.578369	-124.944832
18737.924194	-122.741241
18739.270020	-121.698891
18740.615845	-118.902435
18741.961670	-115.808052
18743.307495	-117.436829
18744.653320	-116.634224
18745.999146	-114.193642
18747.344971	-123.347145
18748.690796	-111.506760
18750.036621	-108.446053
18751.382446	-118.097443
18752.728271	-115.231506
18754.074097	-112.912796
18755.419922	-111.003960
18756.765747	-115.420403
18758.111572	-107.070465
18759.457397	-109.443634
18760.803223	-107.957581
18762.149048	-110.352219
18763.494873	-114.847603
18764.840698	-115.219330
18766.186523	-114.053467
18767.532349	-126.903038
18768.878174	-111.112068
18770.223999	-113.593292
18771.569824	-106.254059
18772.915649	-107.286316
18774.261475	-113.547409
18775.607300	-116.583313
18776.953125	-113.334320
18778.298950	-115.612457
18779.644775	-113.777534
18780.990601	-115.459358
18782.336426	-118.122459
18783.682251	-118.582321
18785.028076	-118.687782
18786.373901	-118.265862
18787.719727	-116.946182
18789.065552	-117.160400
18790.411377	-121.618477
18791.757202	-116.375443
18793.103027	-125.486214
18794.448853	-113.384270
18795.794678	-112.968422
18797.140503	-117.138206
18798.486328	-121.484016
18799.832153	-126.211342
18801.177979	-123.193108
18802.523804	-112.671005
18803.869629	-113.897232
18805.215454	-119.500069
18806.561279	-119.672050
18807.907104	-110.669991
18809.252930	-108.107071
18810.598755	-108.036972
18811.944580	-111.613075
18813.290405	-107.057236
18814.636230	-110.120338
18815.982056	-115.519684
18817.327881	-110.970238
18818.673706	-110.555733
18820.019531	-117.538612
18821.365356	-116.061852
18822.711182	-110.422119
18824.057007	-108.580528
18825.402832	-112.131851
18826.748657	-114.177048
18828.094482	-117.116631
18829.440308	-116.228195
18830.786133	-116.122673
18832.131958	-115.898315
18833.477783	-115.318237
18834.823608	-115.284187
18836.169434	-116.883598
18837.515259	-120.891762
18838.861084	-120.844536
18840.206909	-120.220566
18841.552734	-120.425766
18842.898560	-115.170776
18844.244385	-113.636459
18845.590210	-116.708511
18846.936035	-110.208481
18848.281860	-117.367203
18849.627686	-118.247131
18850.973511	-115.774475
18852.319336	-110.504433
18853.665161	-108.633919
18855.010986	-110.273590
18856.356812	-110.628250
18857.702637	-107.776634
18859.048462	-106.484459
18860.394287	-114.734177
18861.740112	-108.176254
18863.085938	-104.865082
18864.431763	-107.834373
18865.777588	-113.332451
18867.123413	-115.618042
18868.469238	-121.205750
18869.815063	-112.033363
18871.160889	-110.711601
18872.506714	-108.084373
18873.852539	-108.644363
18875.198364	-109.377617
18876.544189	-110.749161
18877.890015	-109.134651
18879.235840	-108.703293
18880.581665	-111.127365
18881.927490	-113.234856
18883.273315	-113.700974
18884.619141	-113.929085
18885.964966	-115.315872
18887.310791	-116.155495
18888.656616	-116.414223
18890.002441	-116.151733
18891.348267	-116.773781
18892.694092	-117.632927
18894.039917	-122.648415
18895.385742	-121.445267
18896.731567	-122.215828
18898.077393	-113.050583
18899.423218	-114.029991
18900.769043	-111.287682
18902.114868	-107.190231
18903.460693	-111.579765
18904.806519	-114.048073
18906.152344	-128.271652
18907.498169	-111.034531
18908.843994	-107.123093
18910.189819	-107.456406
18911.535645	-114.214272
18912.881470	-107.769234
18914.227295	-106.360672
18915.573120	-108.422050
18916.918945	-110.924599
18918.264771	-117.532387
18919.610596	-119.097656
18920.956421	-113.245796
18922.302246	-110.230225
18923.648071	-127.055130
18924.993896	-116.767387
18926.339722	-118.667114
18927.685547	-112.861465
18929.031372	-112.270081
18930.377197	-114.814934
18931.723022	-117.103256
18933.068848	-118.347084
18934.414673	-116.466888
18935.760498	-115.986626
18937.106323	-115.042206
18938.452148	-111.896835
18939.797974	-112.656845
18941.143799	-118.372185
18942.489624	-118.205048
18943.835449	-119.003662
18945.181274	-116.866737
18946.527100	-119.460518
18947.872925	-115.457359
18949.218750	-112.055687
18950.564575	-116.160370
18951.910400	-107.863708
18953.256226	-104.794731
18954.602051	-106.419540
18955.947876	-107.190903
18957.293701	-104.638985
18958.639526	-110.066498
18959.985352	-111.114868
18961.331177	-108.477989
18962.677002	-113.820557
18964.022827	-121.677467
18965.368652	-113.836761
18966.714478	-111.649857
18968.060303	-113.918358
18969.406128	-115.206429
18970.751953	-119.660507
18972.097778	-121.632408
18973.443604	-118.305099
18974.789429	-119.257263
18976.135254	-116.369072
18977.481079	-111.965919
18978.826904	-116.165703
18980.172729	-120.062737
18981.518555	-114.062294
18982.864380	-112.882629
18984.210205	-114.805023
18985.556030	-115.144798
18986.901855	-113.351906
18988.247681	-113.476624
18989.593506	-116.960190
18990.939331	-125.423111
18992.285156	-123.571632
18993.630981	-119.737724
18994.976807	-118.039131
18996.322632	-111.880348
18997.668457	-110.108925
18999.014282	-111.397232
19000.360107	-109.387695
19001.705933	-109.671494
19003.051758	-110.267105
19004.397583	-105.476860
19005.743408	-104.588089
19007.089233	-105.035194
19008.435059	-108.837807
19009.780884	-108.554710
19011.126709	-110.738358
19012.472534	-112.767273
19013.818359	-114.956932
19015.164185	-116.650177
19016.510010	-106.347160
19017.855835	-102.529243
19019.201660	-102.980400
19020.547485	-110.928795
19021.893311	-111.347595
19023.239136	-113.784088
19024.584961	-125.090065
19025.930786	-118.882439
19027.276611	-112.853378
19028.622437	-118.492195
19029.968262	-123.837570
19031.314087	-127.157051
19032.659912	-121.908569
19034.005737	-116.854248
19035.351562	-116.811577
19036.697388	-118.668190
19038.043213	-130.729187
19039.389038	-118.034554
19040.734863	-109.760498
19042.080688	-110.522766
19043.426514	-119.780991
19044.772339	-110.377594
19046.118164	-109.991745
19047.463989	-113.498466
19048.809814	-118.240982
19050.155640	-107.122856
19051.501465	-107.849007
19052.847290	-132.050781
19054.193115	-112.466148
19055.538940	-110.079956
19056.884766	-105.407135
19058.230591	-108.440620
19059.576416	-111.614899
19060.922241	-104.497086
19062.268066	-106.411430
19063.613892	-106.974602
19064.959717	-107.568687
19066.305542	-103.450729
19067.651367	-101.681168
19068.997192	-106.657852
19070.343018	-110.675293
19071.688843	-105.675423
19073.034668	-103.681190
19074.380493	-107.341316
19075.726318	-116.298134
19077.072144	-114.852715
19078.417969	-113.353249
19079.763794	-121.014946
19081.109619	-122.423744
19082.455444	-117.059952
19083.801270	-114.907112
19085.147095	-117.534912
19086.492920	-129.113510
19087.838745	-120.660172
19089.184570	-119.172028
19090.530396	-112.985809
19091.876221	-111.594086
19093.222046	-112.946419
19094.567871	-110.179352
19095.913696	-112.880699
19097.259521	-113.274292
19098.605347	-105.147446
19099.951172	-110.867104
19101.296997	-122.975151
19102.642822	-109.862122
19103.988647	-98.805618
19105.334473	-96.945618
19106.680298	-102.205658
19108.026123	-98.069427
19109.371948	-98.368713
19110.717773	-102.113174
19112.063599	-130.551880
19113.409424	-106.580246
19114.755249	-100.646042
19116.101074	-101.707344
19117.446899	-107.038528
19118.792725	-103.635811
19120.138550	-105.407272
19121.484375	-104.701401
19122.830200	-105.912270
19124.176025	-116.122696
19125.521851	-121.960167
19126.867676	-114.358719
19128.213501	-112.049736
19129.559326	-117.255333
19130.905151	-118.043587
19132.250977	-121.654861
19133.596802	-125.699364
19134.942627	-115.704330
19136.288452	-114.324074
19137.634277	-120.248383
19138.980103	-115.430008
19140.325928	-123.124504
19141.671753	-109.654274
19143.017578	-106.933304
19144.363403	-105.961983
19145.709229	-108.330879
19147.055054	-117.896729
19148.400879	-115.263199
19149.746704	-108.884834
19151.092529	-107.170143
19152.438354	-107.550919
19153.784180	-106.958633
19155.130005	-107.700424
19156.475830	-106.227798
19157.821655	-108.081352
19159.167480	-117.985451
19160.513306	-108.956627
19161.859131	-111.845940
19163.204956	-115.154770
19164.550781	-107.165672
19165.896606	-119.727020
19167.242432	-113.776093
19168.588257	-110.211319
19169.934082	-110.944939
19171.279907	-118.760597
19172.625732	-112.192368
19173.971558	-113.039886
19175.317383	-114.531273
19176.663208	-112.408997
19178.009033	-115.269485
19179.354858	-115.118050
19180.700684	-116.366455
19182.046509	-120.443199
19183.392334	-117.570793
19184.738159	-113.704063
19186.083984	-118.070389
19187.429810	-121.990517
19188.775635	-115.895958
19190.121460	-123.198441
19191.467285	-117.074883
19192.813110	-113.392014
19194.158936	-117.484711
19195.504761	-117.694679
19196.850586	-119.409203
19198.196411	-110.833336
19199.542236	-111.847427
19200.888062	-121.116554
19202.233887	-122.540260
19203.579712	-116.953094
19204.925537	-122.507896
19206.271362	-115.396744
19207.617188	-111.096191
19208.963013	-109.360115
19210.308838	-111.954376
19211.654663	-114.264221
19213.000488	-107.442230
19214.346313	-108.343117
19215.692139	-109.294823
19217.037964	-110.932480
19218.383789	-114.363609
19219.729614	-127.366974
19221.075439	-110.369186
19222.421265	-110.129875
19223.767090	-121.126640
19225.112915	-117.377899
19226.458740	-129.320496
19227.804565	-124.050781
19229.150391	-124.791306
19230.496216	-120.866570
19231.842041	-116.869423
19233.187866	-119.623444
19234.533691	-123.969589
19235.879517	-120.839203
19237.225342	-121.695686
19238.571167	-117.865578
19239.916992	-121.075531
19241.262817	-120.356735
19242.608643	-124.946342
19243.954468	-110.308876
19245.300293	-109.601067
19246.646118	-121.259041
19247.991943	-116.221962
19249.337769	-112.202110
19250.683594	-106.406441
19252.029419	-111.877495
19253.375244	-115.163734
19254.721069	-105.962090
19256.066895	-107.129349
19257.412720	-113.362579
19258.758545	-106.298965
19260.104370	-105.145630
19261.450195	-104.987312
19262.796021	-107.154968
19264.141846	-111.647972
19265.487671	-112.065918
19266.833496	-105.772598
19268.179321	-106.599693
19269.525146	-109.876755
19270.870972	-118.462296
19272.216797	-114.239883
19273.562622	-111.003052
19274.908447	-120.111320
19276.254272	-117.203659
19277.600098	-121.692459
19278.945923	-124.551247
19280.291748	-129.799423
19281.637573	-131.928604
19282.983398	-128.896759
19284.329224	-119.396690
19285.675049	-120.864944
19287.020874	-122.535110
19288.366699	-115.169800
19289.712524	-110.084740
19291.058350	-110.506874
19292.404175	-111.418678
19293.750000	-123.099045
19295.095825	-111.146751
19296.441650	-109.648979
19297.787476	-121.284554
19299.133301	-109.167465
19300.479126	-111.198975
19301.824951	-113.167259
19303.170776	-107.195992
19304.516602	-109.755249
19305.862427	-121.615341
19307.208252	-112.569801
19308.554077	-108.649475
19309.899902	-114.201904
19311.245728	-109.469551
19312.591553	-110.611389
19313.937378	-120.513474
19315.283203	-114.598099
19316.629028	-112.550217
19317.974854	-115.889153
19319.320679	-120.927284
19320.666504	-112.962273
19322.012329	-111.374733
19323.358154	-112.327812
19324.703979	-111.864510
19326.049805	-117.179993
19327.395630	-132.973450
19328.741455	-124.095894
19330.087280	-133.532791
19331.433105	-124.471260
19332.778931	-125.907280
19334.124756	-127.147758
19335.470581	-125.957062
19336.816406	-115.717155
19338.162231	-116.459915
19339.508057	-132.960251
19340.853882	-117.691689
19342.199707	-116.883408
19343.545532	-110.218231
19344.891357	-109.110931
19346.237183	-113.379234
19347.583008	-109.280510
19348.928833	-107.293610
19350.274658	-119.245697
19351.620483	-115.769691
19352.966309	-113.735664
19354.312134	-118.425880
19355.657959	-116.797066
19357.003784	-117.875854
19358.349609	-111.913116
19359.695435	-113.529572
19361.041260	-105.882874
19362.387085	-107.075294
19363.732910	-110.777863
19365.078735	-110.387589
19366.424561	-120.045578
19367.770386	-108.629059
19369.116211	-110.402367
19370.462036	-116.840973
19371.807861	-115.811806
19373.153687	-113.753899
19374.499512	-115.547218
19375.845337	-112.575050
19377.191162	-112.804649
19378.536987	-116.039307
19379.882812	-116.663200
19381.228638	-116.986740
19382.574463	-115.939896
19383.920288	-112.948418
19385.266113	-111.499390
19386.611938	-112.661964
19387.957764	-115.840065
19389.303589	-121.461647
19390.649414	-116.066536
19391.995239	-117.325729
19393.341064	-121.302574
19394.686890	-121.607521
19396.032715	-121.661240
19397.378540	-112.133652
19398.724365	-108.996910
19400.070190	-110.009026
19401.416016	-107.761749
19402.761841	-109.797127
19404.107666	-118.097198
19405.453491	-111.848251
19406.799316	-105.895866
19408.145142	-109.600357
19409.490967	-109.000732
19410.836792	-113.936974
19412.182617	-108.390106
19413.528442	-105.389450
19414.874268	-107.074829
19416.220093	-114.967567
19417.565918	-108.012497
19418.911743	-115.878845
19420.257568	-134.219055
19421.603394	-126.851738
19422.949219	-116.805725
19424.295044	-110.463516
19425.640869	-110.286163
19426.986694	-112.339958
19428.332520	-114.346550
19429.678345	-114.881828
19431.024170	-117.152069
19432.369995	-119.106758
19433.715820	-119.414841
19435.061646	-112.650703
19436.407471	-112.065826
19437.753296	-111.451660
19439.099121	-118.065697
19440.444946	-111.621193
19441.790771	-117.126251
19443.136597	-113.141678
19444.482422	-113.674644
19445.828247	-117.433136
19447.174072	-118.065689
19448.519897	-109.516335
19449.865723	-105.092316
19451.211548	-104.862068
19452.557373	-111.291740
19453.903198	-118.840439
19455.249023	-111.541229
19456.594849	-114.928993
19457.940674	-119.746056
19459.286499	-113.174194
19460.632324	-106.748276
19461.978149	-106.519371
19463.323975	-108.315826
19464.669800	-111.329292
19466.015625	-104.913406
19467.361450	-104.454399
19468.707275	-107.544846
19470.053101	-106.257072
19471.398926	-106.280907
19472.744751	-109.387840
19474.090576	-111.811302
19475.436401	-112.892052
19476.782227	-115.558403
19478.128052	-114.608498
19479.473877	-113.200211
19480.819702	-117.199600
19482.165527	-128.464127
19483.511353	-118.920769
19484.857178	-122.712219
19486.203003	-110.764198
19487.548828	-113.592842
19488.894653	-114.247559
19490.240479	-110.549736
19491.586304	-114.002487
19492.932129	-112.313843
19494.277954	-112.917747
19495.623779	-111.924454
19496.969604	-110.460297
19498.315430	-107.407021
19499.661255	-110.309311
19501.007080	-111.784203
19502.352905	-114.218567
19503.698730	-112.860191
19505.044556	-107.641235
19506.390381	-131.320908
19507.736206	-106.057915
19509.082031	-105.797523
19510.427856	-107.261490
19511.773682	-114.445763
19513.119507	-108.893288
19514.465332	-107.954506
19515.811157	-106.487755
19517.156982	-106.985580
19518.502808	-107.026741
19519.848633	-114.043465
19521.194458	-123.336121
19522.540283	-121.024956
19523.886108	-122.919289
19525.231934	-117.197029
19526.577759	-115.098305
19527.923584	-120.818428
19529.269409	-124.202408
19530.615234	-122.749779
19531.961060	-126.561516
19533.306885	-125.094734
19534.652710	-131.168182
19535.998535	-128.663544
19537.344360	-115.777870
19538.690186	-107.920738
19540.036011	-106.866997
19541.381836	-108.402596
19542.727661	-123.293320
19544.073486	-106.120659
19545.419312	-104.283440
19546.765137	-106.341690
19548.110962	-112.615318
19549.456787	-109.775421
19550.802612	-108.194641
19552.148438	-111.836922
19553.494263	-108.930634
19554.840088	-109.652435
19556.185913	-104.175827
19557.531738	-102.322525
19558.877563	-107.377266
19560.223389	-123.349548
19561.569214	-113.221970
19562.915039	-111.076584
19564.260864	-110.088516
19565.606689	-112.295326
19566.952515	-108.075714
19568.298340	-105.534409
19569.644165	-109.542084
19570.989990	-111.579269
19572.335815	-115.146973
19573.681641	-114.286224
19575.027466	-110.380226
19576.373291	-111.372612
19577.719116	-113.648071
19579.064941	-114.883026
19580.410767	-116.658081
19581.756592	-118.321159
19583.102417	-115.669601
19584.448242	-116.842827
19585.794067	-126.895454
19587.139893	-121.207855
19588.485718	-114.325790
19589.831543	-116.250694
19591.177368	-115.840271
19592.523193	-112.950691
19593.869019	-109.204582
19595.214844	-113.324219
19596.560669	-134.883377
19597.906494	-106.670784
19599.252319	-106.691917
19600.598145	-107.892998
19601.943970	-108.185066
19603.289795	-121.915565
19604.635620	-113.226509
19605.981445	-109.754677
19607.327271	-116.396988
19608.673096	-115.886688
19610.018921	-108.681602
19611.364746	-114.221313
19612.710571	-110.079193
19614.056396	-116.531120
19615.402222	-114.821587
19616.748047	-110.382858
19618.093872	-119.536636
19619.439697	-115.255402
19620.785522	-116.005913
19622.131348	-117.375320
19623.477173	-117.965210
19624.822998	-114.899834
19626.168823	-117.341316
19627.514648	-124.845451
19628.860474	-121.361908
19630.206299	-118.949402
19631.552124	-125.805748
19632.897949	-115.396774
19634.243774	-114.971291
19635.589600	-132.849792
19636.935425	-116.026733
19638.281250	-112.192383
19639.627075	-107.337784
19640.972900	-112.630737
19642.318726	-132.312241
19643.664551	-115.962273
19645.010376	-110.931366
19646.356201	-106.961830
19647.702026	-105.529762
19649.047852	-105.419121
19650.393677	-106.986687
19651.739502	-108.976837
19653.085327	-114.462135
19654.431152	-104.456322
19655.776978	-105.471077
19657.122803	-102.905815
19658.468628	-104.304993
19659.814453	-104.877327
19661.160278	-102.550102
19662.506104	-102.508003
19663.851929	-104.517754
19665.197754	-108.044319
19666.543579	-106.047386
19667.889404	-107.293793
19669.235229	-108.124443
19670.581055	-108.893845
19671.926880	-115.986702
19673.272705	-113.741158
19674.618530	-111.054268
19675.964355	-112.401344
19677.310181	-116.446922
19678.656006	-115.019081
19680.001831	-112.746162
19681.347656	-113.477699
19682.693481	-112.978065
19684.039307	-111.770927
19685.385132	-116.601448
19686.730957	-126.400200
19688.076782	-117.919373
19689.422607	-107.283195
19690.768433	-107.387245
19692.114258	-113.339767
19693.460083	-109.419334
19694.805908	-131.795929
19696.151733	-111.455261
19697.497559	-111.149445
19698.843384	-102.932533
19700.189209	-104.107300
19701.535034	-106.120682
19702.880859	-119.511635
19704.226685	-111.589363
19705.572510	-110.445709
19706.918335	-112.917542
19708.264160	-124.824341
19709.609985	-111.072456
19710.955811	-115.505051
19712.301636	-104.442230
19713.647461	-105.012276
19714.993286	-117.599312
19716.339111	-127.465408
19717.684937	-118.457100
19719.030762	-111.100029
19720.376587	-109.496429
19721.722412	-113.381500
19723.068237	-122.923454
19724.414062	-114.653008
19725.759888	-118.265724
19727.105713	-124.678902
19728.451538	-123.209099
19729.797363	-123.086639
19731.143188	-126.045303
19732.489014	-120.452873
19733.834839	-116.531532
19735.180664	-120.196198
19736.526489	-113.835999
19737.872314	-123.609444
19739.218140	-114.823410
19740.563965	-112.359413
19741.909790	-111.366905
19743.255615	-106.764877
19744.601440	-108.558403
19745.947266	-111.594734
19747.293091	-107.606194
19748.638916	-112.217598
19749.984741	-116.917809
19751.330566	-110.502495
19752.676392	-106.177971
19754.022217	-107.880058
19755.368042	-112.740486
19756.713867	-108.064346
19758.059692	-113.182457
19759.405518	-112.069298
19760.751343	-108.807846
19762.097168	-116.817795
19763.442993	-119.745735
19764.788818	-114.646103
19766.134644	-118.807999
19767.480469	-111.243912
19768.826294	-111.196945
19770.172119	-113.865646
19771.517944	-122.135742
19772.863770	-127.867783
19774.209595	-118.699387
19775.555420	-116.138062
19776.901245	-116.776314
19778.247070	-116.938385
19779.592896	-118.319557
19780.938721	-118.329704
19782.284546	-123.022423
19783.630371	-116.098305
19784.976196	-120.703262
19786.322021	-118.352959
19787.667847	-118.015686
19789.013672	-123.759506
19790.359497	-112.623192
19791.705322	-109.210411
19793.051147	-112.313713
19794.396973	-116.731674
19795.742798	-119.335197
19797.088623	-110.390488
19798.434448	-112.484062
19799.780273	-116.695343
19801.126099	-112.062080
19802.471924	-110.898170
19803.817749	-111.857605
19805.163574	-111.292259
19806.509399	-117.499489
19807.855225	-115.069084
19809.201050	-107.080627
19810.546875	-107.295410
19811.892700	-118.242889
19813.238525	-120.271774
19814.584351	-119.897881
19815.930176	-112.113922
19817.276001	-112.877274
19818.621826	-113.189278
19819.967651	-113.574776
19821.313477	-115.013390
19822.659302	-116.476364
19824.005127	-116.731407
19825.350952	-116.444481
19826.696777	-120.015343
19828.042603	-123.730202
19829.388428	-120.535027
19830.734253	-120.355721
19832.080078	-122.206245
19833.425903	-123.217621
19834.771729	-117.636864
19836.117554	-112.403648
19837.463379	-116.386383
19838.809204	-118.641815
19840.155029	-111.630959
19841.500854	-111.817154
19842.846680	-110.915703
19844.192505	-112.176239
19845.538330	-126.025818
19846.884155	-111.780670
19848.229980	-107.535698
19849.575806	-107.801048
19850.921631	-122.700119
19852.267456	-113.142265
19853.613281	-110.443901
19854.959106	-112.473938
19856.304932	-105.315002
19857.650757	-107.430626
19858.996582	-111.569595
19860.342407	-115.795090
19861.688232	-114.966217
19863.034058	-108.995613
19864.379883	-110.718582
19865.725708	-112.695091
19867.071533	-113.486465
19868.417358	-109.962082
19869.763184	-115.221588
19871.109009	-126.582016
19872.454834	-117.228188
19873.800659	-120.150383
19875.146484	-129.382126
19876.492310	-127.821541
19877.838135	-122.582527
19879.183960	-120.994545
19880.529785	-124.439026
19881.875610	-130.583298
19883.221436	-129.939468
19884.567261	-123.753685
19885.913086	-114.907219
